task,modality_group,feature,source,declared_dtype,shape,files,frames_or_rows,count_source,fps,bytes,bytes_human,details
501_bread_moving_lerobot,index,timestamp,info,float32,[1],,20518,declared_expected,24,,,
501_bread_moving_lerobot,index,frame_index,info,int64,[1],,20518,declared_expected,24,,,
501_bread_moving_lerobot,index,episode_index,info,int64,[1],,20518,declared_expected,24,,,
501_bread_moving_lerobot,index,index,info,int64,[1],,20518,declared_expected,24,,,
501_bread_moving_lerobot,index,task_index,info,int64,[1],,20518,declared_expected,24,,,
501_bread_moving_lerobot,action,action,data_parquet,float32,[10],3,20518,parquet_rows,24,788847,770.4 KiB,"{""uncompressed_bytes"": 840063}"
501_bread_moving_lerobot,pose,end_pose,data_parquet,float32,[6],3,20518,parquet_rows,24,27944,27.3 KiB,"{""uncompressed_bytes"": 81887}"
501_bread_moving_lerobot,index,episode_index,data_parquet,int64,[1],3,20518,parquet_rows,24,19653,19.2 KiB,"{""uncompressed_bytes"": 18857}"
501_bread_moving_lerobot,index,frame_index,data_parquet,int64,[1],3,20518,parquet_rows,24,121594,118.7 KiB,"{""uncompressed_bytes"": 200857}"
501_bread_moving_lerobot,index,index,data_parquet,int64,[1],3,20518,parquet_rows,24,122144,119.3 KiB,"{""uncompressed_bytes"": 200857}"
501_bread_moving_lerobot,force,observation.forces.left,data_parquet,float32,[1],3,20518,parquet_rows,24,40898,39.9 KiB,"{""uncompressed_bytes"": 39867}"
501_bread_moving_lerobot,force,observation.forces.right,data_parquet,float32,[1],3,20518,parquet_rows,24,39386,38.5 KiB,"{""uncompressed_bytes"": 38392}"
501_bread_moving_lerobot,depth_image,observation.images.phone_depth,data_parquet,image,"[480, 640, 1]",3,20518,parquet_rows,24,299304589,285.4 MiB,"{""uncompressed_bytes"": 299601303}"
501_bread_moving_lerobot,state,observation.state,data_parquet,float32,[10],3,20518,parquet_rows,24,784562,766.2 KiB,"{""uncompressed_bytes"": 835878}"
501_bread_moving_lerobot,state,observation.state_phone,data_parquet,float32,[6],3,20518,parquet_rows,24,661019,645.5 KiB,"{""uncompressed_bytes"": 672440}"
501_bread_moving_lerobot,pose,start_pose,data_parquet,float32,[6],3,20518,parquet_rows,24,27944,27.3 KiB,"{""uncompressed_bytes"": 81887}"
501_bread_moving_lerobot,index,task_index,data_parquet,int64,[1],3,20518,parquet_rows,24,19653,19.2 KiB,"{""uncompressed_bytes"": 18857}"
501_bread_moving_lerobot,index,timestamp,data_parquet,float32,[1],3,20518,parquet_rows,24,117158,114.4 KiB,"{""uncompressed_bytes"": 115601}"
501_bread_moving_lerobot,vision_video,observation.images.phone,video_files,video,"[480, 640, 3]",3,20518,ffprobe_count_frames,"{""24.0"": 3}",564760754,538.6 MiB,"{""duration_s"": 854.916667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 3}, ""fps_values"": {""24.0"": 3}, ""height_values"": {""480"": 3}, ""pix_fmt_values"": {""yuv420p"": 3}, ""width_values"": {""640"": 3}}}"
501_bread_moving_lerobot,vision_video,observation.images.wrist,video_files,video,"[480, 640, 3]",3,20518,ffprobe_count_frames,"{""24.0"": 3}",425155967,405.5 MiB,"{""duration_s"": 854.916667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 3}, ""fps_values"": {""24.0"": 3}, ""height_values"": {""480"": 3}, ""pix_fmt_values"": {""yuv420p"": 3}, ""width_values"": {""640"": 3}}}"
501_bread_moving_lerobot,tactile_video,observation.tactiles.left,video_files,video,"[224, 224, 3]",1,20518,ffprobe_count_frames,"{""24.0"": 1}",60577183,57.8 MiB,"{""duration_s"": 854.916667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
501_bread_moving_lerobot,tactile_video,observation.tactiles.right,video_files,video,"[224, 224, 3]",1,20518,ffprobe_count_frames,"{""24.0"": 1}",51505131,49.1 MiB,"{""duration_s"": 854.916667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
505_screw_lerobot,pose,start_pose,info,float32,[6],,44155,declared_expected,24,,,
505_screw_lerobot,pose,end_pose,info,float32,[6],,44155,declared_expected,24,,,
505_screw_lerobot,action,action,info,float32,[10],,44155,declared_expected,24,,,
505_screw_lerobot,state,observation.state,info,float32,[10],,44155,declared_expected,24,,,
505_screw_lerobot,state,observation.state_phone,info,float32,[6],,44155,declared_expected,24,,,
505_screw_lerobot,vision_video,observation.images.wrist,info,video,"[480, 640, 3]",,44155,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
505_screw_lerobot,vision_video,observation.images.phone,info,video,"[480, 640, 3]",,44155,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
505_screw_lerobot,depth_image,observation.images.phone_depth,info,image,"[480, 640, 1]",,44155,declared_expected,24,,,
505_screw_lerobot,tactile_video,observation.tactiles.left,info,video,"[224, 224, 3]",,44155,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
505_screw_lerobot,tactile_video,observation.tactiles.right,info,video,"[224, 224, 3]",,44155,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
505_screw_lerobot,force,observation.forces.left,info,float32,[1],,44155,declared_expected,24,,,
505_screw_lerobot,force,observation.forces.right,info,float32,[1],,44155,declared_expected,24,,,
505_screw_lerobot,index,timestamp,info,float32,[1],,44155,declared_expected,24,,,
505_screw_lerobot,index,frame_index,info,int64,[1],,44155,declared_expected,24,,,
505_screw_lerobot,index,episode_index,info,int64,[1],,44155,declared_expected,24,,,
505_screw_lerobot,index,index,info,int64,[1],,44155,declared_expected,24,,,
505_screw_lerobot,index,task_index,info,int64,[1],,44155,declared_expected,24,,,
505_screw_lerobot,action,action,data_parquet,float32,[10],6,44155,parquet_rows,24,1672677,1.6 MiB,"{""uncompressed_bytes"": 1811078}"
505_screw_lerobot,pose,end_pose,data_parquet,float32,[6],6,44155,parquet_rows,24,31810,31.1 KiB,"{""uncompressed_bytes"": 153826}"
505_screw_lerobot,index,episode_index,data_parquet,int64,[1],6,44155,parquet_rows,24,20031,19.6 KiB,"{""uncompressed_bytes"": 19219}"
505_screw_lerobot,index,frame_index,data_parquet,int64,[1],6,44155,parquet_rows,24,244661,238.9 KiB,"{""uncompressed_bytes"": 418156}"
505_screw_lerobot,index,index,data_parquet,int64,[1],6,44155,parquet_rows,24,245378,239.6 KiB,"{""uncompressed_bytes"": 418156}"
505_screw_lerobot,force,observation.forces.left,data_parquet,float32,[1],6,44155,parquet_rows,24,89185,87.1 KiB,"{""uncompressed_bytes"": 87697}"
505_screw_lerobot,force,observation.forces.right,data_parquet,float32,[1],6,44155,parquet_rows,24,118605,115.8 KiB,"{""uncompressed_bytes"": 116930}"
505_screw_lerobot,depth_image,observation.images.phone_depth,data_parquet,image,"[480, 640, 1]",6,44155,parquet_rows,24,603987965,576.0 MiB,"{""uncompressed_bytes"": 604636110}"
505_screw_lerobot,state,observation.state,data_parquet,float32,[10],6,44155,parquet_rows,24,1670115,1.6 MiB,"{""uncompressed_bytes"": 1808731}"
505_screw_lerobot,state,observation.state_phone,data_parquet,float32,[6],6,44155,parquet_rows,24,1437077,1.4 MiB,"{""uncompressed_bytes"": 1465694}"
505_screw_lerobot,pose,start_pose,data_parquet,float32,[6],6,44155,parquet_rows,24,31810,31.1 KiB,"{""uncompressed_bytes"": 153826}"
505_screw_lerobot,index,task_index,data_parquet,int64,[1],6,44155,parquet_rows,24,20031,19.6 KiB,"{""uncompressed_bytes"": 19219}"
505_screw_lerobot,index,timestamp,data_parquet,float32,[1],6,44155,parquet_rows,24,240124,234.5 KiB,"{""uncompressed_bytes"": 238288}"
505_screw_lerobot,vision_video,observation.images.phone,video_files,video,"[480, 640, 3]",6,44155,ffprobe_count_frames,"{""24.0"": 6}",1212834248,1.1 GiB,"{""duration_s"": 1839.791667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 6}, ""fps_values"": {""24.0"": 6}, ""height_values"": {""480"": 6}, ""pix_fmt_values"": {""yuv420p"": 6}, ""width_values"": {""640"": 6}}}"
505_screw_lerobot,vision_video,observation.images.wrist,video_files,video,"[480, 640, 3]",6,44155,ffprobe_count_frames,"{""24.0"": 6}",1135744230,1.1 GiB,"{""duration_s"": 1839.791667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 6}, ""fps_values"": {""24.0"": 6}, ""height_values"": {""480"": 6}, ""pix_fmt_values"": {""yuv420p"": 6}, ""width_values"": {""640"": 6}}}"
505_screw_lerobot,tactile_video,observation.tactiles.left,video_files,video,"[224, 224, 3]",1,44155,ffprobe_count_frames,"{""24.0"": 1}",129030027,123.1 MiB,"{""duration_s"": 1839.791667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
505_screw_lerobot,tactile_video,observation.tactiles.right,video_files,video,"[224, 224, 3]",1,44155,ffprobe_count_frames,"{""24.0"": 1}",104427215,99.6 MiB,"{""duration_s"": 1839.791667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
505_stiring_lerobot,pose,start_pose,info,float32,[6],,27380,declared_expected,24,,,
505_stiring_lerobot,pose,end_pose,info,float32,[6],,27380,declared_expected,24,,,
505_stiring_lerobot,action,action,info,float32,[10],,27380,declared_expected,24,,,
505_stiring_lerobot,state,observation.state,info,float32,[10],,27380,declared_expected,24,,,
505_stiring_lerobot,state,observation.state_phone,info,float32,[6],,27380,declared_expected,24,,,
505_stiring_lerobot,vision_video,observation.images.wrist,info,video,"[480, 640, 3]",,27380,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
505_stiring_lerobot,vision_video,observation.images.phone,info,video,"[480, 640, 3]",,27380,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
505_stiring_lerobot,depth_image,observation.images.phone_depth,info,image,"[480, 640, 1]",,27380,declared_expected,24,,,
505_stiring_lerobot,tactile_video,observation.tactiles.left,info,video,"[224, 224, 3]",,27380,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
505_stiring_lerobot,tactile_video,observation.tactiles.right,info,video,"[224, 224, 3]",,27380,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
505_stiring_lerobot,force,observation.forces.left,info,float32,[1],,27380,declared_expected,24,,,
505_stiring_lerobot,force,observation.forces.right,info,float32,[1],,27380,declared_expected,24,,,
505_stiring_lerobot,index,timestamp,info,float32,[1],,27380,declared_expected,24,,,
505_stiring_lerobot,index,frame_index,info,int64,[1],,27380,declared_expected,24,,,
505_stiring_lerobot,index,episode_index,info,int64,[1],,27380,declared_expected,24,,,
505_stiring_lerobot,index,index,info,int64,[1],,27380,declared_expected,24,,,
505_stiring_lerobot,index,task_index,info,int64,[1],,27380,declared_expected,24,,,
505_stiring_lerobot,action,action,data_parquet,float32,[10],5,27380,parquet_rows,24,1044153,1019.7 KiB,"{""uncompressed_bytes"": 1133548}"
505_stiring_lerobot,pose,end_pose,data_parquet,float32,[6],5,27380,parquet_rows,24,22337,21.8 KiB,"{""uncompressed_bytes"": 97452}"
505_stiring_lerobot,index,episode_index,data_parquet,int64,[1],5,27380,parquet_rows,24,14508,14.2 KiB,"{""uncompressed_bytes"": 13920}"
505_stiring_lerobot,index,frame_index,data_parquet,int64,[1],5,27380,parquet_rows,24,153570,150.0 KiB,"{""uncompressed_bytes"": 260942}"
505_stiring_lerobot,index,index,data_parquet,int64,[1],5,27380,parquet_rows,24,154070,150.5 KiB,"{""uncompressed_bytes"": 260944}"
505_stiring_lerobot,force,observation.forces.left,data_parquet,float32,[1],5,27380,parquet_rows,24,52773,51.5 KiB,"{""uncompressed_bytes"": 51748}"
505_stiring_lerobot,force,observation.forces.right,data_parquet,float32,[1],5,27380,parquet_rows,24,113086,110.4 KiB,"{""uncompressed_bytes"": 111818}"
505_stiring_lerobot,depth_image,observation.images.phone_depth,data_parquet,image,"[480, 640, 1]",5,27380,parquet_rows,24,440206640,419.8 MiB,"{""uncompressed_bytes"": 440594071}"
505_stiring_lerobot,state,observation.state,data_parquet,float32,[10],5,27380,parquet_rows,24,1041626,1017.2 KiB,"{""uncompressed_bytes"": 1131201}"
505_stiring_lerobot,state,observation.state_phone,data_parquet,float32,[6],5,27380,parquet_rows,24,890830,870.0 KiB,"{""uncompressed_bytes"": 908334}"
505_stiring_lerobot,pose,start_pose,data_parquet,float32,[6],5,27380,parquet_rows,24,22337,21.8 KiB,"{""uncompressed_bytes"": 97452}"
505_stiring_lerobot,index,task_index,data_parquet,int64,[1],5,27380,parquet_rows,24,14508,14.2 KiB,"{""uncompressed_bytes"": 13920}"
505_stiring_lerobot,index,timestamp,data_parquet,float32,[1],5,27380,parquet_rows,24,150337,146.8 KiB,"{""uncompressed_bytes"": 149064}"
505_stiring_lerobot,vision_video,observation.images.phone,video_files,video,"[480, 640, 3]",4,27380,ffprobe_count_frames,"{""24.0"": 4}",748928202,714.2 MiB,"{""duration_s"": 1140.833334, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 4}, ""fps_values"": {""24.0"": 4}, ""height_values"": {""480"": 4}, ""pix_fmt_values"": {""yuv420p"": 4}, ""width_values"": {""640"": 4}}}"
505_stiring_lerobot,vision_video,observation.images.wrist,video_files,video,"[480, 640, 3]",4,27380,ffprobe_count_frames,"{""24.0"": 4}",716245592,683.1 MiB,"{""duration_s"": 1140.833334, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 4}, ""fps_values"": {""24.0"": 4}, ""height_values"": {""480"": 4}, ""pix_fmt_values"": {""yuv420p"": 4}, ""width_values"": {""640"": 4}}}"
505_stiring_lerobot,tactile_video,observation.tactiles.left,video_files,video,"[224, 224, 3]",1,27380,ffprobe_count_frames,"{""24.0"": 1}",74142186,70.7 MiB,"{""duration_s"": 1140.833333, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
505_stiring_lerobot,tactile_video,observation.tactiles.right,video_files,video,"[224, 224, 3]",1,27380,ffprobe_count_frames,"{""24.0"": 1}",63905509,60.9 MiB,"{""duration_s"": 1140.833333, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
506_open_bottle_lerobot,pose,start_pose,info,float32,[6],,29023,declared_expected,24,,,
506_open_bottle_lerobot,pose,end_pose,info,float32,[6],,29023,declared_expected,24,,,
506_open_bottle_lerobot,action,action,info,float32,[10],,29023,declared_expected,24,,,
506_open_bottle_lerobot,state,observation.state,info,float32,[10],,29023,declared_expected,24,,,
506_open_bottle_lerobot,state,observation.state_phone,info,float32,[6],,29023,declared_expected,24,,,
506_open_bottle_lerobot,vision_video,observation.images.wrist,info,video,"[480, 640, 3]",,29023,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
506_open_bottle_lerobot,vision_video,observation.images.phone,info,video,"[480, 640, 3]",,29023,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
506_open_bottle_lerobot,depth_image,observation.images.phone_depth,info,image,"[480, 640, 1]",,29023,declared_expected,24,,,
506_open_bottle_lerobot,tactile_video,observation.tactiles.left,info,video,"[224, 224, 3]",,29023,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
506_open_bottle_lerobot,tactile_video,observation.tactiles.right,info,video,"[224, 224, 3]",,29023,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
506_open_bottle_lerobot,force,observation.forces.left,info,float32,[1],,29023,declared_expected,24,,,
506_open_bottle_lerobot,force,observation.forces.right,info,float32,[1],,29023,declared_expected,24,,,
506_open_bottle_lerobot,index,timestamp,info,float32,[1],,29023,declared_expected,24,,,
506_open_bottle_lerobot,index,frame_index,info,int64,[1],,29023,declared_expected,24,,,
506_open_bottle_lerobot,index,episode_index,info,int64,[1],,29023,declared_expected,24,,,
506_open_bottle_lerobot,index,index,info,int64,[1],,29023,declared_expected,24,,,
506_open_bottle_lerobot,index,task_index,info,int64,[1],,29023,declared_expected,24,,,
506_open_bottle_lerobot,action,action,data_parquet,float32,[10],5,29023,parquet_rows,24,1108771,1.1 MiB,"{""uncompressed_bytes"": 1197583}"
506_open_bottle_lerobot,pose,end_pose,data_parquet,float32,[6],5,29023,parquet_rows,24,24449,23.9 KiB,"{""uncompressed_bytes"": 103915}"
506_open_bottle_lerobot,index,episode_index,data_parquet,int64,[1],5,29023,parquet_rows,24,15999,15.6 KiB,"{""uncompressed_bytes"": 15351}"
506_open_bottle_lerobot,index,frame_index,data_parquet,int64,[1],5,29023,parquet_rows,24,163472,159.6 KiB,"{""uncompressed_bytes"": 277192}"
506_open_bottle_lerobot,index,index,data_parquet,int64,[1],5,29023,parquet_rows,24,164035,160.2 KiB,"{""uncompressed_bytes"": 277192}"
506_open_bottle_lerobot,force,observation.forces.left,data_parquet,float32,[1],5,29023,parquet_rows,24,12829,12.5 KiB,"{""uncompressed_bytes"": 12181}"
506_open_bottle_lerobot,force,observation.forces.right,data_parquet,float32,[1],5,29023,parquet_rows,24,23542,23.0 KiB,"{""uncompressed_bytes"": 22812}"
506_open_bottle_lerobot,depth_image,observation.images.phone_depth,data_parquet,image,"[480, 640, 1]",5,29023,parquet_rows,24,469964008,448.2 MiB,"{""uncompressed_bytes"": 470377279}"
506_open_bottle_lerobot,state,observation.state,data_parquet,float32,[10],5,29023,parquet_rows,24,1105871,1.1 MiB,"{""uncompressed_bytes"": 1194873}"
506_open_bottle_lerobot,state,observation.state_phone,data_parquet,float32,[6],5,29023,parquet_rows,24,941709,919.6 KiB,"{""uncompressed_bytes"": 960095}"
506_open_bottle_lerobot,pose,start_pose,data_parquet,float32,[6],5,29023,parquet_rows,24,24449,23.9 KiB,"{""uncompressed_bytes"": 103915}"
506_open_bottle_lerobot,index,task_index,data_parquet,int64,[1],5,29023,parquet_rows,24,15999,15.6 KiB,"{""uncompressed_bytes"": 15351}"
506_open_bottle_lerobot,index,timestamp,data_parquet,float32,[1],5,29023,parquet_rows,24,159923,156.2 KiB,"{""uncompressed_bytes"": 158508}"
506_open_bottle_lerobot,vision_video,observation.images.phone,video_files,video,"[480, 640, 3]",4,29023,ffprobe_count_frames,"{""24.0"": 4}",785949625,749.5 MiB,"{""duration_s"": 1209.291666, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 4}, ""fps_values"": {""24.0"": 4}, ""height_values"": {""480"": 4}, ""pix_fmt_values"": {""yuv420p"": 4}, ""width_values"": {""640"": 4}}}"
506_open_bottle_lerobot,vision_video,observation.images.wrist,video_files,video,"[480, 640, 3]",4,29023,ffprobe_count_frames,"{""24.0"": 4}",745710081,711.2 MiB,"{""duration_s"": 1209.291667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 4}, ""fps_values"": {""24.0"": 4}, ""height_values"": {""480"": 4}, ""pix_fmt_values"": {""yuv420p"": 4}, ""width_values"": {""640"": 4}}}"
506_open_bottle_lerobot,tactile_video,observation.tactiles.left,video_files,video,"[224, 224, 3]",1,29023,ffprobe_count_frames,"{""24.0"": 1}",85868990,81.9 MiB,"{""duration_s"": 1209.291667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
506_open_bottle_lerobot,tactile_video,observation.tactiles.right,video_files,video,"[224, 224, 3]",1,29023,ffprobe_count_frames,"{""24.0"": 1}",68633870,65.5 MiB,"{""duration_s"": 1209.291667, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 1}, ""fps_values"": {""24.0"": 1}, ""height_values"": {""224"": 1}, ""pix_fmt_values"": {""yuv420p"": 1}, ""width_values"": {""224"": 1}}}"
506_peg_flowers_lerobot,pose,start_pose,info,float32,[6],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,pose,end_pose,info,float32,[6],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,action,action,info,float32,[10],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,state,observation.state,info,float32,[10],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,state,observation.state_phone,info,float32,[6],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,vision_video,observation.images.wrist,info,video,"[480, 640, 3]",,29591,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
506_peg_flowers_lerobot,vision_video,observation.images.phone,info,video,"[480, 640, 3]",,29591,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 480, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 640}"
506_peg_flowers_lerobot,depth_image,observation.images.phone_depth,info,image,"[480, 640, 1]",,29591,declared_expected,24,,,
506_peg_flowers_lerobot,tactile_video,observation.tactiles.left,info,video,"[224, 224, 3]",,29591,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
506_peg_flowers_lerobot,tactile_video,observation.tactiles.right,info,video,"[224, 224, 3]",,29591,declared_expected,24,,,"{""has_audio"": false, ""video.channels"": 3, ""video.codec"": ""h264"", ""video.fps"": 24, ""video.height"": 224, ""video.is_depth_map"": false, ""video.pix_fmt"": ""yuv420p"", ""video.width"": 224}"
506_peg_flowers_lerobot,force,observation.forces.left,info,float32,[1],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,force,observation.forces.right,info,float32,[1],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,index,timestamp,info,float32,[1],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,index,frame_index,info,int64,[1],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,index,episode_index,info,int64,[1],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,index,index,info,int64,[1],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,index,task_index,info,int64,[1],,29591,declared_expected,24,,,
506_peg_flowers_lerobot,action,action,data_parquet,float32,[10],5,29591,parquet_rows,24,1144277,1.1 MiB,"{""uncompressed_bytes"": 1220787}"
506_peg_flowers_lerobot,pose,end_pose,data_parquet,float32,[6],5,29591,parquet_rows,24,30772,30.1 KiB,"{""uncompressed_bytes"": 110511}"
506_peg_flowers_lerobot,index,episode_index,data_parquet,int64,[1],5,29591,parquet_rows,24,20949,20.5 KiB,"{""uncompressed_bytes"": 20101}"
506_peg_flowers_lerobot,index,frame_index,data_parquet,int64,[1],5,29591,parquet_rows,24,170465,166.5 KiB,"{""uncompressed_bytes"": 285676}"
506_peg_flowers_lerobot,index,index,data_parquet,int64,[1],5,29591,parquet_rows,24,171107,167.1 KiB,"{""uncompressed_bytes"": 285676}"
506_peg_flowers_lerobot,force,observation.forces.left,data_parquet,float32,[1],5,29591,parquet_rows,24,52545,51.3 KiB,"{""uncompressed_bytes"": 51339}"
506_peg_flowers_lerobot,force,observation.forces.right,data_parquet,float32,[1],5,29591,parquet_rows,24,81784,79.9 KiB,"{""uncompressed_bytes"": 80305}"
506_peg_flowers_lerobot,depth_image,observation.images.phone_depth,data_parquet,image,"[480, 640, 1]",5,29591,parquet_rows,24,440016965,419.6 MiB,"{""uncompressed_bytes"": 440434109}"
506_peg_flowers_lerobot,state,observation.state,data_parquet,float32,[10],5,29591,parquet_rows,24,1139374,1.1 MiB,"{""uncompressed_bytes"": 1215756}"
506_peg_flowers_lerobot,state,observation.state_phone,data_parquet,float32,[6],5,29591,parquet_rows,24,949674,927.4 KiB,"{""uncompressed_bytes"": 967543}"
506_peg_flowers_lerobot,pose,start_pose,data_parquet,float32,[6],5,29591,parquet_rows,24,30772,30.1 KiB,"{""uncompressed_bytes"": 110511}"
506_peg_flowers_lerobot,index,task_index,data_parquet,int64,[1],5,29591,parquet_rows,24,20949,20.5 KiB,"{""uncompressed_bytes"": 20101}"
506_peg_flowers_lerobot,index,timestamp,data_parquet,float32,[1],5,29591,parquet_rows,24,165744,161.9 KiB,"{""uncompressed_bytes"": 163919}"
506_peg_flowers_lerobot,vision_video,observation.images.phone,video_files,video,"[480, 640, 3]",5,29591,ffprobe_count_frames,"{""24.0"": 5}",886437687,845.4 MiB,"{""duration_s"": 1232.958333, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 5}, ""fps_values"": {""24.0"": 5}, ""height_values"": {""480"": 5}, ""pix_fmt_values"": {""yuv420p"": 5}, ""width_values"": {""640"": 5}}}"
506_peg_flowers_lerobot,vision_video,observation.images.wrist,video_files,video,"[480, 640, 3]",5,29591,ffprobe_count_frames,"{""24.0"": 5}",881733225,840.9 MiB,"{""duration_s"": 1232.958333, ""errors"": [], ""probe"": {""codec_values"": {""h264"": 5}, ""fps_values"": {""24.0"": 5}, ""height_values"": {""480"": 5}, ""pix_fmt_values"": {""yuv420p"": 5}, ""width_values"": {""640"": 5}}}"
